timestamp,#job,#traffic,#happythanksgiving,#hawks,#blackfriday
2018-11-23 04:50:32,2237,110,1161,1,420
2018-11-23 04:50:34,2237,110,1161,1,420
2018-11-23 04:50:36,2237,110,1161,1,420
2018-11-23 04:50:38,2237,110,1161,1,420
2018-11-23 04:50:40,2237,110,1161,1,420
2018-11-23 04:50:42,2237,110,1161,1,420
2018-11-23 04:50:44,2237,110,1161,1,420
2018-11-23 04:50:46,2237,110,1162,1,420
2018-11-23 04:50:48,2237,110,1162,1,420
2018-11-23 04:50:50,2237,110,1162,1,420
2018-11-23 04:50:52,2237,110,1162,1,420
2018-11-23 04:50:54,2237,110,1162,1,420
2018-11-23 04:50:56,2237,110,1162,1,420
2018-11-23 04:50:58,2237,110,1162,1,420
2018-11-23 04:51:00,2237,110,1162,1,420
2018-11-23 04:51:02,2237,111,1162,1,420
2018-11-23 04:51:04,2237,111,1162,1,420
2018-11-23 04:51:06,2237,111,1162,1,420
2018-11-23 04:51:08,2237,111,1162,1,420
2018-11-23 04:51:10,2237,111,1162,1,420
2018-11-23 04:51:12,2237,111,1162,1,420
2018-11-23 04:51:14,2237,111,1162,1,420
2018-11-23 04:51:16,2237,111,1162,1,420
2018-11-23 04:51:18,2237,111,1162,1,420
2018-11-23 04:51:20,2237,111,1162,1,420
2018-11-23 04:51:22,2237,111,1162,1,420
2018-11-23 04:51:24,2237,111,1162,1,420
2018-11-23 04:51:26,2237,111,1162,1,420
2018-11-23 04:51:28,2237,111,1162,1,420
2018-11-23 04:51:30,2237,111,1162,1,420
2018-11-23 04:51:32,2237,111,1162,1,420
2018-11-23 04:51:34,2237,111,1162,1,420
2018-11-23 04:51:36,2237,111,1162,1,420
2018-11-23 04:51:38,2238,111,1162,1,420
2018-11-23 04:51:40,2238,111,1162,1,420
2018-11-23 04:51:42,2238,111,1162,1,420
2018-11-23 04:51:44,2238,111,1162,1,420
2018-11-23 04:51:46,2238,111,1162,1,420
2018-11-23 04:51:48,2238,111,1162,1,420
2018-11-23 04:51:50,2238,111,1162,1,420
2018-11-23 04:51:52,2238,111,1162,1,420
2018-11-23 04:51:54,2238,111,1162,1,420
2018-11-23 04:51:56,2238,111,1162,1,420
2018-11-23 04:51:58,2238,111,1162,1,420
2018-11-23 04:52:00,2238,111,1162,1,421
2018-11-23 04:52:02,2238,111,1162,1,421
2018-11-23 04:52:04,2238,111,1162,1,421
2018-11-23 04:52:06,2238,111,1162,1,421
2018-11-23 04:52:08,2238,111,1162,1,422
2018-11-23 04:52:10,2238,111,1162,1,422
2018-11-23 04:52:12,2238,111,1162,1,422
2018-11-23 04:52:14,2238,111,1162,1,422
2018-11-23 04:52:16,2238,111,1162,1,422
2018-11-23 04:52:18,2238,111,1162,1,422
2018-11-23 04:52:20,2238,111,1162,1,422
2018-11-23 04:52:22,2238,111,1162,1,422
2018-11-23 04:52:24,2238,111,1162,1,422
2018-11-23 04:52:26,2238,111,1162,1,422
2018-11-23 04:52:28,2238,111,1162,1,422
2018-11-23 04:52:30,2238,111,1162,1,422
2018-11-23 04:52:32,2238,111,1162,1,422
2018-11-23 04:52:34,2238,111,1163,1,422
2018-11-23 04:52:36,2238,111,1163,1,422
2018-11-23 04:52:38,2238,111,1163,1,423
2018-11-23 04:52:40,2238,111,1163,1,423
2018-11-23 04:52:42,2238,111,1163,1,423
2018-11-23 04:52:44,2238,111,1163,1,423
2018-11-23 04:52:46,2238,111,1163,1,423
2018-11-23 04:52:48,2238,111,1163,1,424
