@relation auto-analyze-full

@attribute ID numeric
@attribute neg numeric
@attribute neu numeric
@attribute pos numeric
@attribute compound numeric
@attribute class {negative,positive,neutral}

@data
47926,0.024,0.866,0.11,0.8846,neutral
48674,0,0.862,0.138,0.9442,positive
52252,0.047,0.749,0.205,0.8591,negative
10252,0.068,0.85,0.083,0.4559,positive
38943,0.014,0.876,0.109,0.9412,neutral
68466,0.153,0.596,0.25,0.5269,positive
64620,0.313,0.687,0,-0.8619,negative
61090,0.053,0.56,0.387,0.91,positive
33185,0.171,0.829,0,-0.4767,negative
49892,0.041,0.794,0.165,0.9465,neutral
34174,0,0.805,0.195,0.961,positive
64293,0.026,0.713,0.261,0.9779,positive
46187,0.056,0.537,0.407,0.9246,positive
30047,0.03,0.736,0.234,0.953,positive
52879,0.029,0.74,0.231,0.9209,negative
10821,0.022,0.89,0.088,0.5743,neutral
60300,0.032,0.542,0.426,0.9892,positive
57887,0,0.806,0.194,0.9286,neutral
3957,0.037,0.885,0.078,0.6826,negative
38008,0.189,0.74,0.071,-0.6808,negative
41759,0.063,0.822,0.115,0.6369,negative
69390,0.129,0.76,0.111,-0.2886,neutral
61195,0.07,0.572,0.358,0.9903,positive
24661,0.199,0.777,0.024,-0.9202,negative
70415,0.025,0.816,0.159,0.9566,positive
21085,0.032,0.856,0.111,0.8858,neutral
49880,0.042,0.849,0.109,0.6762,neutral
667,0.051,0.933,0.016,-0.4497,neutral
57960,0,0.846,0.154,0.85,positive
41066,0.068,0.683,0.249,0.9563,positive
34951,0,0.869,0.131,0.3089,positive
58400,0.025,0.807,0.169,0.8787,positive
13184,0,0.894,0.106,0.4728,positive
66197,0,0.635,0.365,0.9925,positive
24159,0,1,0,0,neutral
41869,0.064,0.832,0.104,0.5964,neutral
34600,0.041,0.959,0,-0.4019,negative
59129,0.032,0.678,0.29,0.9659,positive
52690,0.048,0.797,0.155,0.937,negative
50936,0.04,0.744,0.215,0.9724,neutral
15353,0.047,0.785,0.168,0.8265,positive
28566,0.123,0.824,0.053,-0.5428,negative
41723,0.032,0.792,0.176,0.9195,positive
68572,0,0.694,0.306,0.9709,positive
33505,0.199,0.664,0.137,-0.5376,negative
70448,0.059,0.808,0.133,0.8439,positive
8590,0.056,0.875,0.069,-0.2244,neutral
41338,0,0.792,0.208,0.95,positive
52959,0.059,0.64,0.302,0.923,positive
25419,0.136,0.801,0.064,-0.6836,negative
44248,0.132,0.745,0.123,-0.1007,neutral
46247,0.077,0.694,0.229,0.7729,positive
830,0.017,0.787,0.196,0.9816,positive
2117,0.123,0.734,0.143,0.4571,neutral
25316,0,0.933,0.067,0.5093,positive
24142,0.04,0.862,0.098,0.5414,negative
35439,0.062,0.914,0.023,-0.2982,neutral
68612,0.155,0.845,0,-0.8047,negative
26158,0.035,0.735,0.229,0.9292,positive
30009,0.021,0.796,0.183,0.962,positive
52929,0.041,0.698,0.261,0.943,neutral
9543,0.065,0.816,0.119,0.2792,negative
12757,0.042,0.841,0.117,0.7456,negative
11487,0,0.614,0.386,0.8313,positive
49517,0.036,0.712,0.252,0.9349,neutral
8245,0.039,0.903,0.058,0.2105,negative
66081,0.097,0.831,0.072,-0.0644,negative
15486,0,0.942,0.058,0.7876,neutral
7359,0.041,0.822,0.137,0.7088,positive
61839,0.13,0.778,0.093,-0.25,neutral
26549,0,0.751,0.249,0.9773,positive
36063,0,0.727,0.273,0.9293,positive
59132,0,0.835,0.165,0.8928,positive
42229,0,0.802,0.198,0.9117,positive
33895,0,0.649,0.351,0.7574,positive
18809,0,0.977,0.023,0.2617,negative
19411,0.056,0.804,0.14,0.9165,positive
36658,0.056,0.757,0.187,0.9835,positive
71572,0,0.602,0.398,0.9918,positive
63436,0.041,0.749,0.211,0.9465,positive
61692,0,0.796,0.204,0.8588,positive
67301,0.12,0.798,0.082,-0.3818,neutral
67080,0.032,0.806,0.162,0.8741,positive
36253,0.181,0.646,0.173,0.1513,positive
70613,0.182,0.818,0,-0.7964,negative
45395,0.104,0.813,0.083,-0.3508,positive
2254,0.01,0.828,0.162,0.9661,positive
68708,0.097,0.789,0.114,0.338,negative
46161,0,0.583,0.417,0.9633,positive
46089,0.06,0.785,0.155,0.7762,positive
69757,0.037,0.655,0.309,0.9845,positive
44632,0,0.693,0.307,0.9547,positive
29627,0.065,0.829,0.106,0.3029,neutral
22916,0,0.63,0.37,0.8316,positive
41531,0.029,0.756,0.215,0.9225,positive
24988,0.015,0.751,0.234,0.9919,positive
20605,0.057,0.792,0.152,0.8816,neutral
67511,0.073,0.802,0.125,0.5873,negative
36920,0,1,0,0,negative
52767,0.089,0.773,0.138,0.691,positive
1979,0.068,0.818,0.114,0.8243,positive
24636,0.018,0.819,0.163,0.9498,positive
25607,0,0.678,0.322,0.886,positive
69713,0,0.717,0.283,0.9892,positive
61126,0,0.786,0.214,0.8977,neutral
55372,0.045,0.706,0.249,0.9522,positive
64736,0.053,0.869,0.078,0.6181,negative
65913,0.021,0.765,0.215,0.9881,positive
33739,0.168,0.832,0,-0.533,negative
9881,0.119,0.828,0.054,-0.5377,negative
21494,0.019,0.652,0.33,0.9866,positive
68096,0.024,0.857,0.119,0.6908,positive
22923,0,0.767,0.233,0.9485,positive
42487,0,0.689,0.311,0.8734,positive
61303,0.03,0.777,0.194,0.9164,positive
59560,0.04,0.807,0.153,0.802,positive
53091,0.027,0.798,0.175,0.9761,positive
55984,0,0.825,0.175,0.9809,positive
66914,0.015,0.865,0.12,0.9169,negative
46337,0.104,0.811,0.086,-0.3533,negative
31815,0,0.759,0.241,0.7469,positive
26958,0.322,0.643,0.035,-0.9568,negative
58467,0,0.81,0.19,0.9137,neutral
21727,0.144,0.814,0.042,-0.8847,negative
43071,0,0.441,0.559,0.9452,neutral
54720,0.059,0.772,0.169,0.9801,positive
35150,0.028,0.754,0.218,0.9618,positive
66105,0,0.533,0.467,0.9761,positive
6759,0,0.678,0.322,0.9939,positive
36179,0.039,0.758,0.204,0.982,positive
59757,0.066,0.76,0.174,0.9656,positive
61751,0.02,0.627,0.353,0.986,positive
52030,0.091,0.663,0.246,0.6804,negative
43081,0.059,0.777,0.164,0.9168,negative
36895,0.087,0.829,0.084,-0.0691,negative
67429,0.083,0.917,0,-0.4898,negative
10938,0.086,0.768,0.146,0.7928,negative
16909,0.046,0.742,0.212,0.8798,negative
61166,0.072,0.745,0.184,0.8303,neutral
49339,0.123,0.793,0.084,-0.7436,neutral
15012,0.074,0.637,0.289,0.98,positive
6320,0.034,0.864,0.103,0.5972,positive
31058,0.023,0.79,0.187,0.9382,positive
23728,0,0.667,0.333,0.8399,positive
10429,0,0.763,0.237,0.7096,positive
60314,0.173,0.736,0.09,-0.5413,positive
57031,0.017,0.765,0.218,0.9764,positive
59842,0.025,0.82,0.155,0.9159,positive
41031,0.025,0.877,0.099,0.9212,negative
69287,0,0.726,0.274,0.7221,positive
41970,0.018,0.71,0.271,0.9897,positive
8560,0.025,0.918,0.056,0.4516,negative
67615,0.131,0.761,0.109,-0.501,negative
67459,0.04,0.534,0.426,0.9783,positive
55442,0.213,0.674,0.113,-0.7249,positive
40568,0.076,0.844,0.08,0.3233,positive
26435,0,0.974,0.026,0.2939,negative
57477,0.086,0.678,0.236,0.908,positive
8247,0.071,0.65,0.279,0.7494,positive
44355,0.016,0.822,0.162,0.9583,positive
33089,0.089,0.792,0.119,0.7162,negative
34577,0.095,0.76,0.146,0.8757,negative
10314,0.063,0.865,0.072,0.0772,negative
54743,0.067,0.832,0.101,0.7285,neutral
10736,0.043,0.915,0.042,-0.0258,negative
21234,0,0.602,0.398,0.9779,positive
25325,0,0.602,0.398,0.872,positive
32318,0.028,0.865,0.107,0.8395,neutral
40061,0.023,0.914,0.063,0.7906,neutral
68479,0,0.586,0.414,0.9711,positive
51554,0,0.928,0.072,0.4319,positive
26742,0.171,0.744,0.084,-0.6652,negative
58455,0,0.64,0.36,0.972,positive
63527,0.01,0.713,0.277,0.9935,positive
34341,0.166,0.703,0.131,-0.2053,neutral
60107,0,0.713,0.287,0.9508,positive
66384,0,0.841,0.159,0.5547,positive
25004,0.079,0.805,0.116,0.3691,positive
65300,0.095,0.905,0,-0.3412,negative
60119,0,0.506,0.494,0.9282,positive
67878,0.098,0.875,0.027,-0.8402,negative
71705,0.148,0.633,0.219,0.9197,positive
31299,0,0.678,0.322,0.9728,positive
24171,0.031,0.849,0.12,0.7601,neutral
1295,0.025,0.778,0.197,0.9856,positive
38265,0.051,0.866,0.082,0.2732,negative
50163,0.023,0.848,0.129,0.9129,neutral
36814,0,0.805,0.195,0.9865,positive
41523,0,0.824,0.176,0.4939,positive
70628,0,0.654,0.346,0.9617,positive
40452,0.077,0.882,0.041,-0.3818,negative
72175,0,0.605,0.395,0.9636,positive
11072,0.052,0.789,0.159,0.6808,positive
10182,0.091,0.717,0.192,0.9576,positive
11173,0,0.75,0.25,0.7689,negative
33454,0.027,0.897,0.076,0.4939,negative
66139,0.222,0.662,0.116,-0.6875,negative
65858,0.121,0.793,0.086,-0.5372,negative
6570,0,0.921,0.079,0.5827,positive
9844,0.121,0.823,0.057,-0.5027,negative
34693,0.047,0.862,0.091,0.6385,neutral
29304,0.085,0.752,0.164,0.8091,negative
8570,0.279,0.721,0,-0.8519,negative
26016,0.083,0.826,0.091,0.4349,positive
10337,0.087,0.806,0.107,0.4692,positive
39021,0.031,0.905,0.064,0.5572,negative
50368,0.04,0.718,0.242,0.9721,positive
17319,0,0.933,0.067,0.4543,positive
33500,0.077,0.782,0.141,0.8761,neutral
18138,0.011,0.739,0.25,0.9902,positive
12159,0,0.817,0.183,0.9105,positive
4857,0.053,0.841,0.106,0.7545,negative
16195,0.064,0.86,0.077,0.2515,neutral
1208,0,1,0,0,positive
22093,0.11,0.832,0.058,-0.6562,negative
48277,0.022,0.798,0.18,0.9812,neutral
22818,0,0.842,0.158,0.4574,positive
33162,0.068,0.602,0.33,0.944,positive
7891,0.027,0.844,0.129,0.964,positive
8057,0.015,0.598,0.387,0.9913,positive
21505,0.072,0.724,0.203,0.7823,neutral
24195,0.36,0.64,0,-0.9566,negative
65620,0.186,0.753,0.06,-0.9426,negative
4145,0.039,0.906,0.054,-0.3427,positive
66962,0,0.686,0.314,0.9056,negative
60547,0.008,0.752,0.239,0.9871,positive
51392,0.107,0.748,0.145,0.6112,positive
51601,0.087,0.717,0.196,0.9682,negative
72400,0.023,0.684,0.293,0.9371,positive
46412,0.057,0.756,0.187,0.9422,positive
44032,0.161,0.769,0.07,-0.6808,negative
47904,0.015,0.874,0.111,0.9466,neutral
26547,0,0.694,0.306,0.8316,positive
36506,0.043,0.83,0.127,0.9112,positive
382,0.035,0.799,0.167,0.9797,positive
17474,0.088,0.882,0.03,-0.6463,negative
61359,0,0.731,0.269,0.9324,positive
2346,0.083,0.873,0.044,-0.2982,negative
44553,0.059,0.87,0.071,0.1474,neutral
34825,0,0.771,0.229,0.8548,positive
45612,0.053,0.883,0.064,0.2952,neutral
54640,0.067,0.731,0.202,0.9118,positive
35062,0,0.868,0.132,0.645,positive
44447,0.013,0.697,0.289,0.9829,positive
51474,0,0.759,0.241,0.9244,positive
48448,0.054,0.696,0.25,0.872,neutral
13729,0.064,0.801,0.135,-0.3,negative
30612,0.024,0.783,0.194,0.9418,positive
38406,0.137,0.8,0.063,-0.6093,negative
62046,0,0.856,0.144,0.5719,positive
17922,0.039,0.79,0.172,0.8728,positive
14459,0.027,0.878,0.095,0.8131,positive
68826,0.04,0.817,0.144,0.5341,positive
28307,0.161,0.785,0.054,-0.729,negative
63805,0.06,0.685,0.256,0.8231,positive
46324,0,0.73,0.27,0.8462,neutral
65343,0.03,0.686,0.284,0.9521,positive
71859,0.021,0.745,0.233,0.9931,positive
5565,0.019,0.9,0.08,0.7896,neutral
33064,0.059,0.713,0.227,0.9261,neutral
54229,0.126,0.766,0.108,-0.2487,positive
33929,0.042,0.743,0.215,0.9317,neutral
67085,0.128,0.808,0.064,-0.4019,negative
42522,0,0.861,0.139,0.836,positive
37149,0.02,0.886,0.095,0.9403,negative
52238,0,0.798,0.202,0.9836,positive
45446,0.099,0.789,0.112,0.4393,neutral
51912,0,0.877,0.123,0.6801,positive
40645,0,0.792,0.208,0.7163,positive
33669,0.146,0.854,0,-0.7469,neutral
27642,0,0.752,0.248,0.926,positive
12107,0,0.726,0.274,0.8268,neutral
27938,0.028,0.908,0.064,0.3691,negative
42981,0,0.844,0.156,0.765,negative
70504,0.312,0.507,0.181,-0.4215,positive
63469,0,0.894,0.106,0.6088,positive
53383,0.102,0.837,0.06,-0.5038,negative
62359,0,0.765,0.235,0.8106,positive
13249,0.073,0.862,0.064,-0.477,negative
69652,0,0.573,0.427,0.9852,positive
40309,0.039,0.9,0.062,0.2732,negative
54980,0.053,0.727,0.219,0.9452,positive
26862,0.283,0.613,0.104,-0.9338,negative
22411,0,0.879,0.121,0.8625,positive
3736,0.043,0.765,0.192,0.9815,negative
20488,0.097,0.811,0.091,0.224,negative
27194,0.018,0.755,0.227,0.9898,positive
47458,0,0.802,0.198,0.9298,neutral
7608,0.179,0.753,0.067,-0.9089,negative
18683,0.065,0.844,0.092,0.6399,positive
59346,0.026,0.745,0.228,0.9769,positive
34101,0.247,0.716,0.037,-0.95,negative
26355,0,0.964,0.036,0.4574,positive
49787,0,0.86,0.14,0.8885,neutral
56712,0.033,0.717,0.249,0.9916,positive
47387,0.065,0.838,0.097,0.1779,neutral
30694,0.018,0.789,0.193,0.9685,neutral
58956,0,0.83,0.17,0.9323,positive
21084,0.012,0.662,0.327,0.9937,positive
7232,0.025,0.864,0.112,0.8793,positive
44209,0.073,0.835,0.092,0.6703,neutral
44251,0.168,0.832,0,-0.6202,negative
26111,0.024,0.785,0.191,0.8519,positive
11198,0.114,0.842,0.044,-0.8202,negative
683,0.078,0.756,0.166,0.9426,negative
37108,0.098,0.851,0.051,-0.765,negative
32025,0.011,0.836,0.152,0.956,positive
35931,0.018,0.814,0.169,0.9466,positive
25187,0.131,0.806,0.063,-0.4031,negative
54361,0.055,0.69,0.255,0.8658,positive
1482,0,0.67,0.33,0.9154,positive
55181,0,0.89,0.11,0.9331,positive
68800,0.134,0.743,0.124,-0.0516,negative
10713,0,0.814,0.186,0.9348,positive
25130,0.029,0.881,0.09,0.6124,negative
47157,0.063,0.784,0.153,0.5719,neutral
51192,0,0.747,0.253,0.7762,positive
15727,0.141,0.678,0.181,0.8591,positive
27351,0.016,0.875,0.109,0.9016,negative
49010,0,0.719,0.281,0.9062,positive
29865,0.175,0.786,0.039,-0.9572,neutral
16572,0.087,0.781,0.132,0.7702,negative
25946,0.087,0.698,0.215,0.955,positive
40109,0,0.889,0.111,0.9081,negative
25942,0.035,0.835,0.13,0.9408,positive
19244,0.02,0.828,0.152,0.9815,positive
48942,0.025,0.847,0.128,0.81,neutral
51200,0.081,0.611,0.309,0.7895,positive
64197,0.123,0.774,0.103,0.1069,negative
66051,0,0.773,0.227,0.9861,positive
62118,0.03,0.83,0.14,0.9335,positive
28222,0.058,0.901,0.041,-0.25,negative
63773,0,0.849,0.151,0.9833,positive
34386,0.157,0.816,0.027,-0.937,negative
56666,0.142,0.623,0.236,0.9021,positive
10767,0.072,0.838,0.091,0.0258,negative
38279,0,0.808,0.192,0.9129,positive
69288,0.052,0.635,0.313,0.9873,positive
11734,0.04,0.724,0.236,0.9572,positive
12036,0.042,0.88,0.078,0.5621,positive
59107,0.063,0.937,0,-0.4724,positive
62548,0.018,0.824,0.158,0.9353,positive
22300,0.054,0.828,0.118,0.7548,negative
68905,0.015,0.868,0.117,0.8553,neutral
68418,0.087,0.752,0.161,0.8971,positive
50339,0.015,0.68,0.305,0.9843,neutral
55163,0.032,0.854,0.113,0.7615,positive
26292,0.044,0.895,0.061,0.2244,negative
67115,0.013,0.91,0.077,0.7845,negative
33479,0.157,0.607,0.235,0.2643,positive
42325,0,0.794,0.206,0.9389,negative
23805,0,0.778,0.222,0.9473,positive
25986,0.018,0.835,0.146,0.8697,neutral
45311,0,0.925,0.075,0.7088,neutral
15531,0.083,0.858,0.059,-0.3703,negative
24920,0,0.881,0.119,0.9487,positive
69206,0.016,0.753,0.231,0.9766,positive
3757,0,1,0,0,negative
51160,0.016,0.914,0.07,0.7742,positive
44525,0,0.705,0.295,0.9741,positive
21821,0,0.866,0.134,0.9689,neutral
23431,0,0.513,0.487,0.9231,positive
55873,0.037,0.754,0.209,0.9312,positive
7778,0,0.845,0.155,0.5093,positive
36470,0.13,0.87,0,-0.4019,positive
23731,0.054,0.658,0.288,0.7999,positive
51939,0.097,0.881,0.022,-0.743,negative
50868,0.138,0.734,0.128,-0.128,neutral
17779,0,0.759,0.241,0.9652,positive
6241,0.023,0.719,0.258,0.9648,positive
71876,0.014,0.804,0.182,0.983,positive
52221,0.066,0.843,0.09,0.2023,negative
34271,0,0.921,0.079,0.4404,negative
58951,0.025,0.768,0.207,0.9826,positive
12439,0.076,0.833,0.091,-0.1491,neutral
32496,0.029,0.807,0.164,0.9746,neutral
30526,0,0.85,0.15,0.9413,positive
60876,0.009,0.848,0.144,0.9597,positive
62158,0,0.808,0.192,0.7506,positive
45884,0.035,0.818,0.147,0.9578,positive
3926,0.109,0.879,0.012,-0.9431,negative
71731,0.021,0.604,0.376,0.9801,positive
8144,0.186,0.78,0.034,-0.8034,negative
9030,0.076,0.892,0.032,-0.2598,negative
23235,0.076,0.853,0.07,-0.0777,positive
16108,0.027,0.77,0.202,0.9336,positive
1654,0.069,0.868,0.063,-0.6139,negative
10784,0,0.806,0.194,0.6996,positive
23045,0.016,0.734,0.251,0.9894,neutral
53068,0.012,0.838,0.149,0.9603,positive
65623,0.013,0.898,0.089,0.742,negative
23308,0.065,0.654,0.281,0.8721,positive
47650,0.038,0.854,0.108,0.8805,positive
801,0,0.505,0.495,0.8955,positive
5971,0.049,0.788,0.163,0.8396,positive
59159,0,0.581,0.419,0.9732,positive
3965,0.06,0.691,0.249,0.941,neutral
65642,0,0.677,0.323,0.9244,positive
13622,0.019,0.742,0.239,0.986,positive
58993,0.155,0.66,0.185,0.6767,negative
57036,0.024,0.794,0.182,0.9338,positive
65438,0,0.875,0.125,0.9371,positive
45235,0.052,0.864,0.084,0.4359,positive
52245,0,0.791,0.209,0.9591,positive
12957,0.073,0.878,0.049,-0.4509,negative
46907,0.086,0.601,0.312,0.9725,neutral
56040,0,0.713,0.287,0.8249,positive
8598,0.107,0.841,0.052,-0.4406,negative
60254,0,0.597,0.403,0.953,positive
14614,0,0.875,0.125,0.8126,positive
40822,0.068,0.611,0.321,0.792,positive
22975,0.072,0.786,0.142,0.9046,negative
45479,0.104,0.797,0.099,0.0721,neutral
41679,0,0.852,0.148,0.7919,positive
17160,0.02,0.8,0.18,0.9083,positive
68910,0.046,0.787,0.167,0.8934,positive
38010,0.099,0.845,0.056,-0.8269,negative
66970,0,0.789,0.211,0.9062,positive
35118,0,0.537,0.463,0.9851,positive
40216,0.082,0.793,0.125,0.2823,negative
23155,0.046,0.727,0.227,0.8479,positive
49822,0.116,0.832,0.052,-0.8793,neutral
37179,0,0.838,0.162,0.7943,positive
12160,0.165,0.813,0.022,-0.9703,negative
42770,0,0.849,0.151,0.8164,positive
3555,0.04,0.876,0.084,0.7571,negative
46364,0.038,0.874,0.088,0.8107,positive
52625,0.061,0.939,0,-0.34,neutral
15331,0.028,0.752,0.22,0.9719,positive
28593,0.098,0.738,0.164,0.8695,negative
1062,0.057,0.712,0.232,0.9428,neutral
22692,0.053,0.848,0.1,0.4199,positive
7431,0.057,0.662,0.281,0.946,positive
2652,0.046,0.895,0.059,0.4199,negative
52586,0,0.7,0.3,0.8745,positive
24658,0.081,0.677,0.242,0.5162,negative
51132,0,0.813,0.187,0.8373,neutral
8559,0,0.801,0.199,0.7736,neutral
28095,0,0.743,0.257,0.9849,positive
17178,0.026,0.731,0.243,0.9647,positive
40342,0.091,0.705,0.205,0.5267,positive
40900,0,0.756,0.244,0.9566,neutral
50835,0.066,0.818,0.116,0.1451,neutral
11706,0,0.828,0.172,0.937,positive
34764,0.034,0.825,0.141,0.8234,positive
69139,0,0.923,0.077,0.5875,positive
62228,0.023,0.772,0.205,0.9729,positive
43666,0.122,0.747,0.13,0.204,neutral
32859,0.11,0.812,0.078,-0.2333,negative
55854,0.085,0.629,0.286,0.9887,positive
72217,0,0.938,0.062,0.5574,positive
60022,0.063,0.784,0.153,0.6249,positive
58297,0.044,0.699,0.257,0.9839,positive
62274,0.03,0.779,0.191,0.9528,neutral
43995,0,1,0,0,neutral
71493,0.092,0.663,0.245,0.7443,positive
53795,0,0.731,0.269,0.6988,positive
21103,0,0.829,0.171,0.8594,neutral
17262,0.065,0.701,0.234,0.9843,positive
36500,0,0.696,0.304,0.9403,positive
51588,0.01,0.804,0.187,0.9821,positive
53425,0.115,0.82,0.066,-0.34,positive
49298,0.044,0.784,0.173,0.9784,positive
27706,0.122,0.666,0.212,0.9339,positive
35469,0,0.622,0.378,0.7701,positive
26044,0.09,0.8,0.11,0.3262,positive
37223,0.1,0.806,0.094,-0.0516,negative
45933,0.072,0.81,0.118,0.795,negative
4738,0,0.611,0.389,0.9716,positive
65003,0,0.85,0.15,0.9065,positive
17722,0.103,0.848,0.049,-0.9202,positive
60239,0.068,0.65,0.282,0.9413,positive
63671,0,0.788,0.212,0.9689,positive
43854,0.06,0.802,0.138,0.9577,neutral
64355,0,0.687,0.313,0.8248,negative
72292,0,0.551,0.449,0.9767,positive
25502,0,0.7,0.3,0.5319,positive
60910,0,0.599,0.401,0.9524,positive
10243,0,0.923,0.077,0.5319,positive
46653,0.011,0.786,0.202,0.9811,positive
10105,0.121,0.781,0.098,-0.3854,negative
9687,0.111,0.798,0.091,-0.2144,neutral
3131,0.07,0.764,0.167,0.9311,positive
59289,0.062,0.648,0.29,0.7959,positive
38318,0.076,0.82,0.104,0.7495,neutral
70536,0,0.805,0.195,0.9631,positive
59508,0.153,0.757,0.091,-0.8699,negative
49724,0,0.632,0.368,0.8883,neutral
22532,0.021,0.754,0.226,0.9889,positive
63853,0.042,0.639,0.319,0.9946,positive
37070,0.044,0.781,0.175,0.7506,neutral
68967,0.012,0.761,0.227,0.9818,positive
67009,0,0.728,0.272,0.8961,negative
17380,0.022,0.903,0.075,0.6996,neutral
27030,0.068,0.815,0.117,0.7699,negative
37522,0.134,0.866,0,-0.4767,negative
8286,0.081,0.696,0.223,0.5983,negative
3019,0.03,0.818,0.152,0.9786,positive
43761,0,0.843,0.157,0.8748,positive
58889,0.019,0.715,0.266,0.9849,positive
50645,0.027,0.876,0.098,0.8343,neutral
64913,0.299,0.541,0.16,-0.8261,negative
40691,0.137,0.863,0,-0.4023,negative
43927,0.019,0.848,0.133,0.7394,positive
48123,0.014,0.834,0.152,0.8969,positive
32351,0,0.847,0.153,0.4404,neutral
12805,0,0.802,0.198,0.9068,positive
35093,0,0.58,0.42,0.938,positive
67265,0,0.794,0.206,0.965,negative
6513,0,0.79,0.21,0.9846,positive
10890,0,0.873,0.127,0.4404,negative
24755,0.02,0.78,0.2,0.9823,positive
9043,0,0.791,0.209,0.8905,positive
63169,0.163,0.837,0,-0.3182,positive
31350,0.185,0.714,0.101,-0.9502,neutral
65534,0.057,0.842,0.101,0.7781,positive
23834,0,1,0,0,neutral
516,0,0.775,0.225,0.938,positive
26237,0.034,0.908,0.059,0.7748,neutral
53860,0.074,0.835,0.091,0.2271,neutral
31293,0,0.776,0.224,0.8122,positive
46407,0.161,0.815,0.023,-0.9067,negative
52790,0.089,0.824,0.087,0.2255,negative
54568,0,0.941,0.059,0.4111,positive
17551,0.107,0.73,0.163,0.9191,positive
31141,0.034,0.854,0.113,0.7266,positive
47001,0.033,0.695,0.272,0.987,neutral
52251,0.542,0.385,0.074,-0.9414,negative
20341,0,0.801,0.199,0.9722,positive
37430,0.078,0.922,0,-0.1759,negative
70135,0.024,0.806,0.17,0.9223,neutral
24769,0,0.917,0.083,0.5574,positive
43259,0,0.678,0.322,0.8199,positive
69620,0,0.681,0.319,0.9883,positive
65081,0.249,0.606,0.145,-0.9054,positive
32698,0.081,0.879,0.039,-0.4854,positive
11443,0,0.731,0.269,0.8858,neutral
36943,0.069,0.906,0.024,-0.3699,negative
9069,0.265,0.735,0,-0.7507,negative
25438,0.183,0.656,0.161,-0.5556,negative
42560,0.089,0.797,0.114,0.705,neutral
67408,0,0.829,0.171,0.824,neutral
14644,0.044,0.887,0.069,0.1779,negative
71274,0.023,0.812,0.164,0.9513,positive
27429,0.17,0.741,0.089,-0.7128,negative
50925,0,0.874,0.126,0.9219,positive
37471,0.104,0.774,0.121,0.3957,negative
23485,0.079,0.721,0.2,0.571,neutral
37259,0.046,0.88,0.074,0.63,positive
16948,0.031,0.785,0.184,0.9054,negative
27859,0.033,0.817,0.15,0.8956,positive
29835,0.08,0.656,0.264,0.8629,positive
51036,0.055,0.855,0.091,0.7087,neutral
35814,0,0.651,0.349,0.9381,positive
63969,0.042,0.958,0,-0.2023,positive
9730,0.058,0.653,0.289,0.8718,negative
26395,0,0.803,0.197,0.8439,positive
59696,0.081,0.52,0.399,0.8953,positive
60927,0,0.907,0.093,0.6249,positive
21753,0.053,0.773,0.174,0.9302,positive
69538,0.048,0.678,0.273,0.9892,negative
46072,0.112,0.699,0.188,0.7679,positive
69496,0,0.728,0.272,0.9564,positive
57383,0.154,0.769,0.077,-0.4019,neutral
8976,0.105,0.849,0.046,-0.7421,negative
71674,0,0.859,0.141,0.7264,positive
55097,0,0.703,0.297,0.7755,positive
59669,0.021,0.821,0.158,0.926,positive
46270,0,0.593,0.407,0.9871,positive
6809,0.063,0.766,0.171,0.9157,positive
52900,0.182,0.766,0.053,-0.9648,negative
26859,0.201,0.747,0.052,-0.8126,negative
31208,0,0.823,0.177,0.8504,positive
28191,0.063,0.907,0.03,-0.233,negative
50406,0.014,0.744,0.242,0.9825,positive
11833,0.011,0.803,0.185,0.9757,negative
31143,0,0.573,0.427,0.9042,positive
45675,0,0.714,0.286,0.8689,neutral
1983,0,0.891,0.109,0.9423,positive
43247,0.063,0.758,0.179,0.775,negative
54515,0,0.788,0.212,0.903,positive
25227,0,0.834,0.166,0.8684,positive
1213,0.087,0.8,0.114,0.5574,negative
54558,0.017,0.912,0.071,0.795,neutral
26553,0.113,0.747,0.14,-0.4204,positive
18297,0.025,0.873,0.102,0.7584,negative
62938,0,0.588,0.412,0.9443,positive
60722,0,0.795,0.205,0.9552,positive
56787,0.021,0.752,0.226,0.9809,positive
37101,0.08,0.871,0.049,-0.2263,negative
69897,0,0.877,0.123,0.7906,positive
64494,0,0.747,0.253,0.9819,positive
3176,0,0.689,0.311,0.9217,positive
46223,0.017,0.798,0.185,0.9571,positive
7900,0,0.767,0.233,0.8477,positive
53517,0,0.968,0.032,0.34,positive
50035,0,0.947,0.053,0.2263,neutral
64725,0.09,0.835,0.075,-0.211,neutral
23844,0,0.65,0.35,0.945,positive
43074,0.027,0.889,0.084,0.5106,neutral
70700,0.061,0.529,0.409,0.926,positive
36828,0,0.699,0.301,0.9414,positive
6754,0.049,0.783,0.168,0.7281,positive
15471,0.076,0.759,0.165,0.928,negative
27634,0,0.946,0.054,0.6697,positive
31047,0,0.809,0.191,0.9559,neutral
60815,0,0.813,0.187,0.9665,positive
32153,0.059,0.813,0.128,0.8924,negative
38699,0.037,0.895,0.068,0.6808,positive
9238,0.077,0.751,0.172,0.9403,neutral
33094,0.113,0.739,0.148,0.8573,neutral
30359,0.03,0.882,0.088,0.5106,negative
36863,0.064,0.734,0.202,0.9748,neutral
69966,0.033,0.78,0.187,0.9559,positive
38675,0.071,0.918,0.012,-0.8176,negative
44823,0.026,0.876,0.098,0.799,neutral
6283,0.079,0.873,0.047,-0.3313,positive
23945,0.232,0.732,0.036,-0.9117,negative
